160;4699.00;10.38;903.00;big
161;2550.68;12.10;1903.22;small
161;2481.54;10.90;1896.91;small
162;3802.75;11.40;1186.22;big
162;3880.83;18.70;1220.58;big
163;1780.00;9.80;782.00;big
163;1962.00;10.00;806.00;big
163;1844.00;9.70;864.00;big
167;4940.55;16.60;592.59;big
167;5106.00;15.65;516.00;big
167;5027.00;12.98;555.00;big
168;3086.31;9.50;1356.67;small
169;2985.17;9.50;1331.04;big
170;1617.71;9.50;1363.35;big
170;1484.46;9.50;1291.75;big
171;444.40;9.50;1874.48;small
171;685.58;9.50;1794.99;small
173;2892.69;9.50;1679.54;small
173;2907.74;9.50;1626.31;small
174;2892.81;9.50;1816.48;small
174;2955.00;9.50;1921.00;small
178;5579.00;9.75;363.00;big
178;109.00;9.98;430.00;big
181;2963.00;9.70;1423.00;big
182;2938.00;11.78;820.00;small
182;2777.00;10.45;807.00;small
182;2609.00;9.80;859.00;small
183;1228.00;10.10;1802.00;big
183;1051.00;11.60;1807.00;big
184;1151.00;10.55;2000.00;big
184;834.00;13.03;1935.00;big
184;1669.00;9.50;1857.00;big
185;1003.00;14.20;1633.00;big
185;907.00;12.55;1658.00;big
186;1681.00;10.00;1591.00;small
186;1725.00;10.10;1650.00;small
187;3566.00;10.50;973.00;small
187;3451.00;12.10;1094.00;small
188;3360.00;12.88;638.00;small
188;3371.00;11.50;448.00;small
189;2927.00;12.35;1231.00;small
189;2731.00;13.50;1212.00;small
190;3066.00;12.10;504.00;big
190;3215.00;12.70;439.00;big
191;4784.00;12.88;1327.00;small
191;4804.00;11.80;1260.00;small
192;4377.00;9.90;660.00;big
192;4435.00;9.70;596.00;big
193;3510.00;11.60;308.00;small
193;3544.00;10.28;389.00;small
194;4394.00;10.85;711.00;small
194;4359.00;10.95;781.00;small
195;4313.00;10.50;941.00;small
195;4298.00;9.80;1024.00;small
196;4475.00;10.15;856.00;small
196;4435.00;11.78;973.00;small
197;1576.00;13.55;822.00;small
197;1635.00;9.80;783.00;small
198;1613.00;11.55;941.00;big
198;1655.00;9.70;1022.00;big
198;1547.00;9.80;1006.00;big
199;1723.00;9.70;980.00;small
199;1690.00;10.10;887.00;small
200;1973.00;9.90;929.00;big
200;1830.00;10.75;972.00;big
201;1952.00;10.45;554.00;small
201;1888.00;10.40;690.00;small
201;2030.00;10.00;677.00;small
202;2180.00;10.60;737.00;small
203;1962.00;10.55;383.00;small
204;1097.29;11.30;1352.19;small
204;1183.64;12.90;1298.38;small
205;1772.00;9.88;655.00;small
205;1759.00;10.50;565.00;small
206;1660.00;14.03;669.00;small
207;1744.00;15.25;415.00;small
208;1854.00;9.80;267.00;big
208;1849.00;9.78;397.00;big
209;4626.00;9.70;1296.00;big
209;4578.00;10.88;1215.00;big
211;4558.00;12.75;1278.00;big
211;4497.00;11.05;1225.00;big
212;4664.00;10.63;1151.00;big
212;4651.00;9.70;1196.00;big
213;4578.00;10.00;1143.00;big
213;4545.00;10.43;1101.00;big
214;4387.00;15.00;1161.00;big
214;4455.00;10.20;1157.00;big
216;4508.00;9.95;1019.00;big
216;4577.00;9.82;1032.00;big
217;4630.00;12.63;1066.00;big
217;4665.00;11.75;1106.00;big
218;4710.00;9.93;1358.00;big
218;4827.00;11.70;1405.00;big
219;4693.00;11.25;1509.00;big
219;4784.00;11.63;1460.00;big
220;4422.00;13.30;1244.00;big
220;4309.00;14.90;1275.00;big
221;4051.00;12.13;1302.00;big
221;4189.00;12.80;1384.00;big
222;4593.00;12.30;1372.00;big
222;4460.00;12.45;1324.00;big
224;1330.00;10.90;1139.00;big
224;1419.00;9.70;1187.00;big
225;1175.00;13.80;1291.00;big
225;1058.00;10.20;1359.00;big
226;1588.00;10.43;1549.00;big
226;1634.00;11.57;1582.00;big
227;1374.00;10.30;1406.00;big
227;1434.00;10.30;1411.00;big
228;1102.00;12.32;1646.00;big
228;1255.00;10.85;1647.00;big
229;1256.00;10.53;1445.00;big
229;1293.00;10.40;1368.00;big
230;1465.00;10.60;1620.00;big
230;1351.00;10.20;1645.00;big
231;1421.00;10.00;1544.00;big
231;1503.00;10.55;1549.00;big
232;1667.00;9.50;1695.00;big
232;1819.00;9.60;1666.00;big
233;1566.00;11.55;1504.00;big
233;1470.00;11.18;1484.00;big
234;3405.00;10.50;1772.00;big
234;3480.00;10.48;1729.00;big
235;4403.00;10.70;1634.00;big
235;4571.00;12.03;1601.00;big
